,LastTradingPrice,ClosingPrice,LastUpdate,Day'sRange,Change*,Day'sValue(mn),OpeningPrice,Day'sVolume(Nos,AdjustedOpeningPrice,Day'sTrade(Nos,Yesterday'sClosingPrice,MarketCapitalization(mn),Paid-upCapital(mn),TypeofInstrument,Face/parValue,MarketLot,TotalNo,Sector,Reserve&SurpluswithoutOCI(mn),OtherComprehensiveIncome(OCI)(mn),MarketCategory,ElectronicShare
544,61.6,61.6,3:45PM,1.8000000000000043,-1.5,44.23,63.1,712494.0,63.1,967.0,63.1,24981.499,3959.03,Equity,10.0,1.0,395903319.0,FinancialInstitutions,10018.8,54.1,A,Y
545,48.2,48.2,3:45PM,1.7000000000000028,-1.6,25.99,48.0,536540.0,49.8,547.0,49.8,12596.931,2529.5,Equity,10.0,1.0,252950412.0,Engineering,6333.4,56.9,A,Y
546,20.3,20.3,3:45PM,1.0999999999999979,-0.9,683.72,21.2,33111901.0,21.2,6485.0,21.2,36058.392,17008.7,Equity,10.0,1.0,1700867561.0,Bank,10815.3,11.4,A,Y
547,6.1,6.1,3:45PM,0.3000000000000007,-0.2,4.75,6.3,767138.0,6.3,122.0,6.3,1147.658,1821.67,MutualFund,10.0,1.0,182167965.0,MutualFunds,172.3,6.2,A,Y
548,6.6,6.7,3:45PM,0.10000000000000053,-0.1,0.09,6.7,13118.0,6.7,22.0,6.7,670.0,1000.0,MutualFund,10.0,1.0,100000000.0,MutualFunds,-426.2,6.7,A,Y
549,6.9,6.9,3:45PM,0.1999999999999993,-0.2,1.93,7.1,277105.0,7.1,104.0,7.1,1574.853,2218.1,Equity,10.0,1.0,221810246.0,FinancialInstitutions,-27423.3,4.3,B,Y
550,24.0,24.0,3:45PM,2.1000000000000014,-0.1,0.48,25.8,19782.0,24.1,37.0,24.1,185.57,77.0,Equity,10.0,1.0,7700000.0,Pharmaceuticals&Chemicals,-32.2,20.8,Z,Y
551,115.9,115.9,3:45PM,4.700000000000003,0.2,7.35,112.2,64127.0,115.7,294.0,115.7,5467.247,472.54,Equity,10.0,1.0,47253649.0,Miscellaneous,1630.7,118.4,N,Y
552,28.2,28.2,3:45PM,1.1999999999999993,-0.3,2.43,28.9,85434.0,28.5,163.0,28.5,892.655,313.21,Equity,10.0,1.0,31321226.0,ITSector,21.9,31.3,B,Y
553,0,20.5,3:45PM,0,0,0,0,0,20.5,0,20.5,1864.603,909.56,Equity,10.0,1.0,90956250.0,Fuel&Power,154.3,25.6,A,Y
554,40.9,40.9,3:45PM,1.7999999999999972,-0.8,47.04,41.5,1148920.0,41.7,689.0,41.7,15474.518,3710.92,Equity,10.0,1.0,371091547.0,FinancialInstitutions,1949.9,22.8,A,Y
555,31.8,31.8,3:45PM,1.2999999999999972,-0.7,19.04,32.9,590905.0,32.5,493.0,32.5,52324.697,16100.0,Equity,10.0,1.0,1609990668.0,Bank,46509.8,28.1,A,Y
556,27.8,27.8,3:45PM,1.0999999999999979,-0.7,22.99,28.7,820435.0,28.5,609.0,28.5,3999.31,1403.27,Equity,10.0,1.0,140326670.0,FinancialInstitutions,700.0,16.3,A,Y
557,65.4,65.4,3:45PM,2.200000000000003,0.3,17.74,66.4,268568.0,65.1,551.0,65.1,2679.855,411.65,Equity,10.0,1.0,41165215.0,Insurance,183.2,70.6,A,Y
558,36.9,36.9,3:45PM,2.5,-0.9,1.5,37.7,40324.0,37.8,84.0,37.8,412.776,109.2,Equity,10.0,1.0,10920003.0,ITSector,28.7,46.7,B,Y
559,32.9,32.9,3:45PM,1.2999999999999972,-0.5,1.65,33.0,49871.0,33.4,90.0,33.4,4294.995,1285.93,Equity,10.0,1.0,128592664.0,ITSector,369.9,42.1,A,Y
560,24.6,24.6,3:45PM,1.3000000000000007,-1.3,32.72,25.6,1303220.0,25.9,587.0,25.9,19404.944,7492.26,Equity,10.0,1.0,749225650.0,Bank,16531.6,18.6,A,Y
561,173.7,173.6,3:45PM,0.5,-1.0,0.77,173.5,4451.0,174.7,21.0,174.7,19291.178,1104.25,Equity,10.0,1.0,110424600.0,Fuel&Power,17970.0,166.6,A,Y
562,44.8,44.8,3:45PM,2.3999999999999986,-0.1,8.35,45.0,183728.0,44.9,338.0,44.9,1993.471,443.98,Equity,10.0,1.0,44398012.0,Insurance,150.5,30.0,A,Y
563,328.5,328.5,3:45PM,9.100000000000023,2.2,3.4,323.9,10332.0,326.3,154.0,326.3,7211.23,221.0,Equity,10.0,1.0,22100000.0,Pharmaceuticals&Chemicals,675.9,396.5,A,Y
564,101.5,101.6,3:45PM,0.09999999999999432,-3.6,0.01,101.6,59.0,105.1,2.0,105.1,178.67,17.0,Equity,10.0,1.0,1700000.0,Jute,-267.7,160.0,Z,Y
565,42.2,42.2,3:45PM,1.6000000000000014,0.0,12.34,42.5,288834.0,42.2,342.0,42.2,1893.772,448.76,Equity,10.0,1.0,44876114.0,Insurance,322.8,26.7,A,Y
566,281.0,279.8,3:45PM,12.0,4.4,2.33,276.6,8373.0,276.6,128.0,276.6,1356.04,49.03,Equity,10.0,1.0,4902530.0,Engineering,327.4,320.6,B,Y
567,10.0,9.9,3:45PM,0.40000000000000036,0.3,3.38,9.9,341119.0,9.7,204.0,9.7,951.375,980.8,Equity,10.0,1.0,98079878.0,Miscellaneous,250.3,15.2,B,Y
568,67.6,67.6,3:45PM,4.700000000000003,-3.3,33.22,70.0,480433.0,70.9,558.0,70.9,5046.829,711.82,Equity,10.0,1.0,71182361.0,Engineering,822.7,76.0,A,Y
569,7.0,7.0,3:45PM,0.2999999999999998,-0.1,13.21,7.1,1879273.0,7.1,680.0,7.1,7826.453,11023.2,Equity,10.0,1.0,1102317325.0,Pharmaceuticals&Chemicals,-851.9,4.2,B,Y
570,415.3,415.3,3:45PM,10.0,-63.4,7.02,421.0,16796.0,416.3,320.0,478.7,10627.499,222.01,Equity,10.0,1.0,22200750.0,Pharmaceuticals&Chemicals,792.8,471.1,A,Y
571,0,34.1,3:45PM,0,0,0,0,0,34.1,0,34.1,13551.789,3974.13,Equity,10.0,1.0,397413179.0,Fuel&Power,5801.7,47.1,A,Y
572,9.1,9.1,3:45PM,0.5,0.0,4.11,9.1,446745.0,9.1,220.0,9.1,664.664,730.4,Equity,10.0,1.0,73040000.0,Paper&Printing,139.8,15.4,B,Y
573,35.8,35.8,3:45PM,3.3999999999999986,3.1,227.5,32.6,6437077.0,32.7,981.0,32.7,3803.18,1163.05,Equity,10.0,1.0,116305200.0,Textile,735.1,13.1,A,Y
574,40.4,40.4,3:45PM,1.6000000000000014,-1.3,124.27,41.7,3031730.0,41.7,1708.0,41.7,22469.571,5388.39,Equity,10.0,1.0,538838623.0,FinancialInstitutions,3614.9,27.7,A,Y
575,58.1,58.1,3:45PM,2.0,-1.4,3.69,59.5,62452.0,59.5,135.0,59.5,778.259,130.8,Equity,10.0,1.0,13079980.0,TanneryIndustries,5.7,75.2,B,Y
576,77.9,77.9,3:45PM,2.8999999999999915,-2.2,185.29,80.2,2354543.0,80.1,2917.0,80.1,93026.017,11613.7,Equity,10.0,1.0,1161373500.0,Cement,5675.3,49.1,A,Y
577,770.1,774.1,3:45PM,28.0,-4.9,0.31,795.0,400.0,775.0,17.0,775.0,1163.988,15.02,Equity,10.0,1.0,1501920.0,Pharmaceuticals&Chemicals,1890.9,635.6,A,Y
578,1415.0,1405.5,3:45PM,20.0,10.7,6.41,1407.0,4556.0,1404.3,175.0,1404.3,21371.059,152.18,Equity,10.0,1.0,15218300.0,Fuel&Power,5268.7,1315.1,A,Y
579,37.8,37.8,3:45PM,2.5,-1.8,34.22,39.7,896457.0,39.6,839.0,39.6,3366.0,850.0,Equity,10.0,1.0,85000000.0,Food&Allied,151.1,36.4,N,Y
580,39.9,39.9,3:45PM,0.9000000000000057,0.4,15.61,39.4,392731.0,39.5,485.0,39.5,5737.104,1452.43,Equity,10.0,1.0,145243144.0,Fuel&Power,1990.9,0,N,Y
581,9.0,9.0,3:45PM,0.29999999999999893,-0.1,63.15,9.1,7005221.0,9.1,894.0,9.1,2830.831,3110.8,MutualFund,10.0,1.0,311080332.0,MutualFunds,185.1,6.6,A,Y
582,24.5,24.5,3:45PM,0.8000000000000007,-1.6,62.23,25.0,2531105.0,26.1,1192.0,26.1,6217.869,2382.33,Equity,10.0,1.0,238232539.0,Textile,1954.8,33.8,B,Y
583,32.0,32.0,3:45PM,2.5000000000000036,-1.0,66.5,33.0,2044089.0,33.0,977.0,33.0,6388.8,1936.0,Equity,10.0,1.0,193600000.0,Textile,4869.9,36.6,A,Y
584,2300.1,2300.1,3:45PM,23.0,-0.4,6.61,2300.5,2873.0,2300.5,63.0,2300.5,72465.75,315.0,Equity,10.0,1.0,31500000.0,Pharmaceuticals&Chemicals,1094.4,2229.2,A,Y
585,60.7,60.7,3:45PM,2.8000000000000043,0.9,18.04,59.8,295565.0,59.8,495.0,59.8,5829.902,974.9,Equity,10.0,1.0,97490000.0,Textile,2909.9,68.3,A,Y
586,8.3,8.3,3:45PM,0.09999999999999964,0.0,1.35,8.3,162967.0,8.3,78.0,8.3,830.0,1000.0,MutualFund,10.0,1.0,100000000.0,MutualFunds,188.9,8.3,A,Y
587,15.1,15.1,3:45PM,0.7999999999999989,-0.1,0.31,15.7,20741.0,15.2,25.0,15.2,243.2,160.0,Equity,10.0,1.0,16000000.0,Food&Allied,-1112.7,20.9,Z,Y
588,74.3,74.3,3:45PM,2.4000000000000057,-0.8,0.69,76.4,9187.0,75.1,69.0,75.1,2049.281,272.87,Equity,10.0,1.0,27287360.0,Cement,577.8,92.4,A,Y
589,73.6,73.6,3:45PM,2.3000000000000114,0.0,11.67,73.8,157693.0,73.6,342.0,73.6,2837.295,385.5,Equity,10.0,1.0,38550200.0,Insurance,0.0,0,A,Y
590,18.9,18.9,3:45PM,2.1000000000000014,-0.7,0.41,19.4,21806.0,19.6,48.0,19.6,235.2,120.0,Equity,10.0,1.0,12000000.0,Food&Allied,-170.6,28.6,Z,Y
591,19.0,19.0,3:45PM,1.0,-1.0,254.18,19.8,13084162.0,20.0,3453.0,20.0,20664.341,10332.2,Equity,10.0,1.0,1033217028.0,Bank,11819.2,13.6,A,Y
592,49.3,49.3,3:45PM,1.5,0.9,1.7,49.5,34364.0,48.4,79.0,48.4,2085.815,430.95,Equity,10.0,1.0,43095360.0,Insurance,315.4,32.5,A,Y
593,20.9,20.9,3:45PM,1.1999999999999993,-0.1,7.95,21.9,377495.0,21.0,361.0,21.0,1295.664,616.98,Equity,10.0,1.0,61698275.0,Textile,297.0,30.6,B,Y
594,25.2,25.2,3:45PM,1.3000000000000007,0.4,20.45,25.1,815460.0,24.8,426.0,24.8,2504.636,1009.93,Equity,10.0,1.0,100993374.0,Textile,405.2,22.6,B,Y
595,62.6,62.5,3:45PM,2.4000000000000057,-1.0,1.13,62.5,18100.0,63.6,81.0,63.6,9444.6,1485.0,Equity,10.0,1.0,148500000.0,Cement,2445.6,85.1,A,Y
596,17.9,17.9,3:45PM,0.6999999999999993,-0.5,5.93,18.4,329172.0,18.4,197.0,18.4,2621.408,1424.68,Equity,10.0,1.0,142467829.0,FinancialInstitutions,200.4,16.6,B,Y
597,26.8,26.9,3:45PM,0.8999999999999986,-0.2,1.77,27.7,65447.0,27.0,140.0,27.0,950.888,352.18,Equity,10.0,1.0,35218057.0,Miscellaneous,772.2,29.2,B,Y
598,64.3,64.3,3:45PM,0.7000000000000028,0.0,6.44,64.4,100223.0,64.3,302.0,64.3,7765.61,1207.72,Equity,10.0,1.0,120771547.0,Engineering,2846.0,89.6,N,Y
599,10.9,10.7,3:45PM,1.0999999999999996,-0.7,2.21,10.7,206538.0,11.6,223.0,11.6,376.897,324.91,Equity,10.0,1.0,32491162.0,Textile,316.8,14.0,Z,Y
600,87.9,87.9,3:45PM,2.200000000000003,0.6,9.66,87.2,109578.0,87.3,355.0,87.3,27652.452,3167.52,Equity,10.0,1.0,316752027.0,Fuel&Power,6431.9,102.1,A,Y
601,24.7,24.7,3:45PM,1.1000000000000014,-0.3,63.46,25.0,2544942.0,25.0,495.0,25.0,5810.852,2324.34,Equity,10.0,1.0,232434090.0,Textile,3295.1,29.7,A,Y
602,520.3,517.2,3:45PM,34.89999999999998,-13.8,4.33,550.0,8288.0,534.1,282.0,534.1,1459.375,27.32,Equity,10.0,1.0,2732400.0,Engineering,8.2,745.5,A,Y
603,111.9,111.9,3:45PM,2.5,-0.8,6.39,114.0,56965.0,112.7,290.0,112.7,4251.531,377.24,Equity,10.0,1.0,37724317.0,CeramicsSector,1760.6,154.2,A,Y
604,17.4,17.4,3:45PM,1.0,-0.3,2.77,18.1,160219.0,17.7,224.0,17.7,2035.5,1150.0,Equity,10.0,1.0,115000000.0,Textile,1618.9,26.7,Z,Y
605,139.2,140.0,3:45PM,8.800000000000011,0.3,1.06,147.8,7562.0,138.9,77.0,138.9,1304.108,93.89,Equity,10.0,1.0,9388825.0,Paper&Printing,350.0,0,Z,Y
606,194.3,194.6,3:45PM,3.299999999999983,-0.1,3.76,197.6,19162.0,194.4,160.0,194.4,21037.211,1082.16,Equity,10.0,1.0,108216108.0,Fuel&Power,14907.5,195.1,A,Y
607,21.0,21.0,3:45PM,1.6000000000000014,-0.3,28.84,21.5,1337794.0,21.3,329.0,21.3,17306.158,8124.96,Equity,10.0,1.0,812495660.0,Bank,7790.9,24.1,A,Y
608,40.6,40.6,3:45PM,1.0,0.0,0.58,41.4,14293.0,40.6,99.0,40.6,2775.422,683.6,Equity,10.0,1.0,68360160.0,Engineering,408.4,50.9,A,Y
609,204.0,205.0,3:45PM,15.0,-6.7,0.58,210.0,2774.0,210.7,62.0,210.7,22865.581,1085.22,Equity,10.0,1.0,108521981.0,Insurance,0.0,4171.75,A,Y
610,33.3,33.1,3:45PM,0.6000000000000014,0.4,0.87,33.4,26176.0,32.9,64.0,32.9,2254.591,685.29,Equity,10.0,1.0,68528592.0,Engineering,1757.3,38.5,A,Y
611,8.3,8.3,3:45PM,0.40000000000000036,-0.3,70.05,8.6,8350392.0,8.6,1204.0,8.6,26371.2,30664.2,Equity,10.0,1.0,3066418639.0,Bank,18040.3,7.3,A,Y
612,16.8,16.8,3:45PM,1.1999999999999993,-0.7,88.51,17.5,5233082.0,17.5,1236.0,17.5,17795.242,10168.7,Equity,10.0,1.0,1016870967.0,Bank,10784.9,13.4,A,Y
613,8.8,8.8,3:45PM,0.09999999999999964,-0.1,1.5,8.8,170199.0,8.9,51.0,8.9,965.68,1085.03,MutualFund,10.0,1.0,108503401.0,MutualFunds,196.5,6.4,A,Y
614,37.2,37.2,3:45PM,1.3999999999999986,-0.1,39.4,37.6,1055888.0,37.3,125.0,37.3,2929.268,785.33,Equity,10.0,1.0,78532650.0,Textile,994.6,35.2,A,Y
615,18.6,18.6,3:45PM,0.7999999999999972,0.5,11.24,18.1,605310.0,18.1,477.0,18.1,1673.109,924.37,Equity,10.0,1.0,92436955.0,Miscellaneous,167.7,31.7,A,Y
616,57.0,57.0,3:45PM,4.899999999999999,-3.6,41.08,61.4,705650.0,60.6,1185.0,60.6,7092.091,1170.31,Equity,10.0,1.0,117031200.0,FinancialInstitutions,926.2,30.3,A,Y
617,55.3,55.3,3:45PM,2.1999999999999957,0.2,6.03,55.3,107923.0,55.1,182.0,55.1,2215.441,402.08,Equity,10.0,1.0,40207640.0,Insurance,692.9,48.7,A,Y
618,13.8,13.9,3:45PM,0.1999999999999993,-0.1,4.3,14.0,309762.0,13.9,98.0,13.9,699.64,503.0,MutualFund,10.0,1.0,50333800.0,MutualFunds,257.1,11.6,A,Y
619,258.0,256.6,3:45PM,5.0,0.3,1.48,255.1,5807.0,257.7,101.0,257.7,551.993,21.42,Equity,10.0,1.0,2142000.0,Jute,153.5,447.6,A,Y
620,52.1,52.5,3:45PM,1.3999999999999986,-0.1,10.24,53.0,195703.0,52.2,263.0,52.2,2226.832,426.6,Equity,10.0,1.0,42659611.0,Insurance,436.6,31.7,A,Y
621,51.3,50.8,3:45PM,1.7000000000000028,-0.4,10.16,51.7,198762.0,51.7,439.0,51.7,3773.256,730.0,Equity,10.0,1.0,72983674.0,Engineering,810.2,64.7,A,Y
622,32.8,32.8,3:45PM,3.799999999999997,-2.8,531.57,35.9,15692302.0,35.6,7135.0,35.6,26260.085,7376.43,Equity,10.0,1.0,737642847.0,Bank,2414.5,12.0,A,Y
623,582.1,582.1,3:45PM,9.600000000000023,-11.5,85.28,590.1,146440.0,593.6,48.0,593.6,3917.76,66.0,Equity,10.0,1.0,6600000.0,Food&Allied,704.6,575.8,A,Y
624,83.7,83.7,3:45PM,3.299999999999997,-0.8,10.51,84.5,124323.0,84.5,427.0,84.5,2942.442,348.22,Equity,10.0,1.0,34821803.0,Engineering,5203.1,115.2,A,Y
625,7.3,7.3,3:45PM,0.20000000000000018,-0.2,1.35,7.4,182495.0,7.5,100.0,7.5,919.688,1226.25,Equity,10.0,1.0,122625030.0,Textile,25.1,7.8,A,Y
626,10.6,10.6,3:45PM,0.5999999999999996,-0.4,3.61,11.0,339498.0,11.0,329.0,11.0,1864.797,1695.27,Equity,10.0,1.0,169526982.0,Engineering,674.4,14.3,B,Y
627,16.8,16.8,3:45PM,0.8000000000000007,0.0,2.13,17.6,125745.0,16.8,142.0,16.8,1127.024,670.85,Equity,10.0,1.0,67084781.0,Engineering,220.9,26.8,A,Y
628,160.0,160.1,3:45PM,3.0999999999999943,2.7,3.29,159.0,20587.0,157.3,134.0,157.3,31450.387,1999.39,Equity,10.0,1.0,199938886.0,Food&Allied,6242.2,196.8,A,Y
629,17.2,17.2,3:45PM,1.6999999999999993,1.1,1425.74,16.1,82677332.0,16.1,7565.0,16.1,15038.051,9340.4,Equity,10.0,1.0,934040456.0,Bank,7757.2,10.3,A,Y
630,86.7,86.7,3:45PM,6.099999999999994,-2.6,25.45,90.0,286466.0,89.3,637.0,89.3,1818.127,203.6,Equity,10.0,1.0,20359760.0,Pharmaceuticals&Chemicals,55.3,91.1,A,Y
631,103.9,103.9,3:45PM,5.400000000000006,-2.3,314.22,106.2,2979185.0,106.2,3061.0,106.2,24850.8,2340.0,Equity,10.0,1.0,234000000.0,Pharmaceuticals&Chemicals,7552.2,94.0,A,Y
632,46.9,46.5,3:45PM,1.9000000000000057,0.2,1.67,46.8,35739.0,46.7,98.0,46.7,1815.696,388.8,Equity,10.0,1.0,38880000.0,Insurance,0.0,0,B,Y
633,217.3,217.2,3:45PM,3.700000000000017,0.5,1.63,215.6,7559.0,216.8,75.0,216.8,21296.86,982.33,Equity,10.0,1.0,98232750.0,Fuel&Power,14503.0,213.4,A,Y
634,130.7,130.7,3:45PM,10.5,-0.5,4.65,140.0,35388.0,131.2,204.0,131.2,1370.988,104.5,Equity,10.0,1.0,10449600.0,Paper&Printing,244.8,0,Z,Y
635,75.6,75.6,3:45PM,2.1000000000000085,0.1,8.8,75.5,115528.0,75.5,327.0,75.5,3070.205,406.65,Equity,10.0,1.0,40664966.0,Insurance,495.5,118.9,A,Y
636,11.5,11.5,3:45PM,0.8000000000000007,0.4,39.24,11.2,3406567.0,11.1,1053.0,11.1,2017.234,1817.33,Equity,10.0,1.0,181732815.0,Textile,602.5,19.1,A,Y
637,34.8,34.8,3:45PM,0.7999999999999972,0.4,50.91,34.5,1466289.0,34.4,931.0,34.4,4082.138,1186.67,Equity,10.0,1.0,118666800.0,Travel&Leisure,1425.1,17.2,A,Y
638,48.7,48.7,3:45PM,1.8999999999999986,0.7,10.75,48.9,218052.0,48.0,420.0,48.0,2217.6,462.0,Equity,10.0,1.0,46200000.0,Insurance,659.5,34.7,A,Y
639,9.8,9.8,3:45PM,0.6999999999999993,0.0,21.18,10.1,2184453.0,9.8,370.0,9.8,588.0,600.0,MutualFund,10.0,1.0,60000000.0,MutualFunds,-322.2,9.6,A,Y
640,485.2,485.2,3:45PM,21.0,-5.2,16.16,498.8,32825.0,490.4,581.0,490.4,1530.048,31.2,Equity,10.0,1.0,3120000.0,Pharmaceuticals&Chemicals,226.4,634.8,A,Y
641,56.8,56.8,3:45PM,2.0,0.3,4.87,56.9,84606.0,56.5,138.0,56.5,2279.299,403.42,Equity,10.0,1.0,40341572.0,Insurance,1173.0,32.6,A,Y
642,26.9,26.9,3:45PM,1.0999999999999979,-1.0,3.46,27.9,127365.0,27.9,106.0,27.9,4132.045,1481.02,Equity,10.0,1.0,148101961.0,FinancialInstitutions,1575.7,22.7,A,Y
643,6.0,5.9,3:45PM,0.1999999999999993,-0.1,4.19,6.1,697612.0,6.1,135.0,6.1,1719.549,2818.93,MutualFund,10.0,1.0,281893264.0,MutualFunds,405.1,6.1,A,Y
644,113.7,113.7,3:45PM,3.0999999999999943,1.3,13.01,112.4,114362.0,112.4,405.0,112.4,8652.404,769.79,Equity,10.0,1.0,76978687.0,Insurance,2597.9,59.7,A,Y
645,0,3.0,3:45PM,0,0,0,0,0,3.0,0,3.0,856.322,2854.41,Equity,10.0,1.0,285440597.0,FinancialInstitutions,-762.6,4.6,Z,Y
646,5.8,5.8,3:45PM,0.2999999999999998,-0.1,5.96,6.0,1025366.0,5.9,108.0,5.9,1764.625,2991.0,MutualFund,10.0,1.0,299089027.0,MutualFunds,381.4,6.0,A,Y
647,81.9,81.9,3:45PM,1.8999999999999915,-0.2,3.8,83.5,46122.0,82.1,145.0,82.1,4961.168,604.28,Equity,10.0,1.0,60428358.0,Insurance,0.0,97.3,A,Y
648,54.0,54.0,3:45PM,0.7999999999999972,-0.2,55.34,54.1,1024222.0,54.2,819.0,54.2,38629.803,7127.26,Equity,10.0,1.0,712726991.0,Fuel&Power,19104.1,63.1,A,Y
649,84.6,85.1,3:45PM,2.9000000000000057,-1.0,4.01,87.5,46488.0,85.6,157.0,85.6,5614.532,655.9,Equity,10.0,1.0,65590329.0,Insurance,2787.4,46.6,A,Y
650,87.3,88.0,3:45PM,3.6000000000000085,-0.8,4.09,90.0,45642.0,88.1,149.0,88.1,2704.943,307.03,Equity,10.0,1.0,30703102.0,Insurance,0.0,0,A,Y
651,16.4,16.4,3:45PM,1.0999999999999979,-1.1,266.84,17.4,15791122.0,17.5,2545.0,17.5,18253.738,10430.7,Equity,10.0,1.0,1043070727.0,Bank,9969.2,13.5,A,Y
652,62.2,62.2,3:45PM,2.0999999999999943,-1.1,6.06,63.3,97791.0,63.3,208.0,63.3,6674.985,1054.5,Equity,10.0,1.0,105450000.0,Cement,3748.8,90.4,A,Y
653,10.4,10.4,3:45PM,0.5999999999999996,-0.4,4.46,10.7,424145.0,10.8,206.0,10.8,1436.078,1329.7,Equity,10.0,1.0,132970210.0,FinancialInstitutions,751.3,4.9,B,Y
654,7.4,7.4,3:45PM,0.20000000000000018,0.0,0.41,7.3,55269.0,7.4,16.0,7.4,740.0,1000.0,MutualFund,10.0,1.0,100000000.0,MutualFunds,-493.8,7.6,A,Y
655,23.2,23.2,3:45PM,1.3000000000000007,-0.9,77.7,24.2,3293583.0,24.1,727.0,24.1,27288.032,11322.8,Equity,10.0,1.0,1132283477.0,Bank,15938.1,15.2,A,Y
656,16.7,16.7,3:45PM,0.7999999999999972,-0.6,34.84,17.4,2069606.0,17.3,687.0,17.3,4721.455,2729.16,Equity,10.0,1.0,272916483.0,FinancialInstitutions,480.2,9.5,B,Y
657,52.5,52.8,3:45PM,1.5,-0.6,4.29,52.0,81055.0,53.1,135.0,53.1,2170.595,408.77,Equity,10.0,1.0,40877498.0,Insurance,311.5,30.5,A,Y
658,58.2,58.3,3:45PM,2.0,-0.1,0.18,60.0,3103.0,58.3,22.0,58.3,1779.329,305.2,Equity,10.0,1.0,30520230.0,Insurance,0.0,1885.75,A,Y
659,23.2,23.1,3:45PM,1.0999999999999979,0.1,6.86,23.6,297341.0,23.1,262.0,23.1,882.42,382.0,Equity,10.0,1.0,38200000.0,Textile,1809.4,24.0,B,Y
660,100.8,100.8,3:45PM,4.5,-2.0,6.31,102.8,61969.0,102.8,227.0,102.8,1710.918,166.43,Equity,10.0,1.0,16643168.0,Insurance,0.0,0,A,Y
661,133.0,133.4,3:45PM,13.400000000000006,-7.0,25.72,141.9,187727.0,140.0,350.0,140.0,4865.27,347.52,Equity,10.0,1.0,34751929.0,Insurance,279.5,81.7,A,Y
662,93.4,93.4,3:45PM,8.299999999999997,5.9,321.98,87.0,3542926.0,87.5,2587.0,87.5,13569.461,1550.8,Equity,10.0,1.0,155079555.0,Textile,1477.0,73.5,A,Y
663,28.7,28.7,3:45PM,1.6999999999999993,-0.8,10.08,29.8,350474.0,29.5,266.0,29.5,30334.679,10282.9,Equity,10.0,1.0,1028294219.0,Bank,28411.8,23.6,A,Y
664,39.1,39.1,3:45PM,1.6000000000000014,0.2,15.51,39.4,390605.0,38.9,658.0,38.9,2258.938,580.7,Equity,10.0,1.0,58070395.0,Insurance,134.3,24.3,A,Y
665,48.4,48.4,3:45PM,1.5999999999999943,-0.3,2.83,49.1,58450.0,48.7,107.0,48.7,3219.802,661.15,Equity,10.0,1.0,66115038.0,Engineering,1093.8,63.1,A,Y
666,29.4,29.4,3:45PM,0.5,0.3,25.0,29.1,850414.0,29.1,572.0,29.1,3808.492,1308.76,Equity,10.0,1.0,130876020.0,Textile,707.6,30.5,A,Y
667,345.2,345.2,3:45PM,26.0,-7.0,55.17,353.0,156628.0,352.2,1492.0,352.2,7044.07,200.0,Equity,10.0,1.0,20000200.0,Food&Allied,-8.5,325.3,A,Y
668,258.0,258.0,3:45PM,0.0,11.0,0,258.0,1.0,247.0,1.0,247.0,2336.542,94.6,Equity,10.0,1.0,9459683.0,Textile,254.0,302.2,A,Y
669,44.8,44.7,3:45PM,1.8999999999999986,0.8,17.99,44.1,397403.0,44.0,452.0,44.0,18830.623,4279.69,Equity,10.0,1.0,427968701.0,CeramicsSector,1270.0,26.0,A,Y
670,130.4,130.4,3:45PM,4.900000000000006,-1.8,2.71,126.2,21080.0,132.2,99.0,132.2,1322.0,100.0,Equity,10.0,1.0,10000000.0,Engineering,177.3,166.3,A,Y
671,53.1,53.1,3:45PM,1.6999999999999957,-0.8,28.49,53.8,536036.0,53.9,374.0,53.9,3975.725,737.61,Equity,10.0,1.0,73761124.0,Food&Allied,180.0,53.6,B,Y
672,4955.0,4956.3,3:45PM,92.0,56.2,2.59,4898.8,521.0,4898.8,104.0,4898.8,23146.83,47.25,Equity,10.0,1.0,4725000.0,Pharmaceuticals&Chemicals,775.0,4546.1,A,Y
673,9.6,9.6,3:45PM,0.5,-1.4,10.49,9.8,1082055.0,11.0,510.0,11.0,1414.734,1286.12,Equity,10.0,1.0,128612138.0,Textile,1613.4,10.6,B,Y
674,11.3,11.5,3:45PM,0.3000000000000007,0.0,0.44,11.3,38268.0,11.3,21.0,11.3,683.65,605.0,MutualFund,10.0,1.0,60500000.0,MutualFunds,106.6,11.8,A,Y
675,85.6,85.6,3:45PM,1.7999999999999972,2.2,2.26,86.8,26321.0,83.4,90.0,83.4,8770.435,1051.61,Equity,10.0,1.0,105161087.0,Insurance,5335.3,53.4,A,Y
676,1315.0,1312.2,3:45PM,6.0,-2.9,20.57,1318.0,15646.0,1317.9,555.0,1317.9,128426.938,974.48,Equity,10.0,1.0,97448166.0,Pharmaceuticals&Chemicals,20828.4,1432.5,A,Y
677,0,949.6,3:45PM,0,0,0,0,0,949.6,0,949.6,1899.2,20.0,Equity,10.0,1.0,2000000.0,Engineering,-19.8,1168.9,A,Y
678,51.7,51.7,3:45PM,1.3999999999999986,0.0,5.51,51.7,105738.0,51.7,233.0,51.7,2565.265,496.18,Equity,10.0,1.0,49618284.0,Insurance,254.2,44.8,A,Y
679,10.1,10.1,3:45PM,0.40000000000000036,0.0,16.26,10.1,1598738.0,10.1,503.0,10.1,5053.162,5003.13,Equity,10.0,1.0,500313043.0,Textile,2087.9,0,A,Y
